context_id,case_number,vignette_id,prompt_type,regime,c_fp,c_fn,p_star,gold_standard,classification,needs_er_gold
F25,25,F25,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
F25,25,F25,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
F25,25,F25,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
F25,25,F25,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
E26,26,E26,1,belief,,,,C/D,Edge case,1
E26,26,E26,1,decision_baseline,,,,C/D,Edge case,1
E26,26,E26,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E26,26,E26,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E26,26,E26,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E26,26,E26,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E26,26,E26,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F26,26,F26,2,belief,,,,C/D,Edge case,1
F26,26,F26,2,decision_baseline,,,,C/D,Edge case,1
F26,26,F26,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F26,26,F26,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F26,26,F26,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F26,26,F26,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F26,26,F26,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
E27,27,E27,1,belief,,,,C/D,Edge case,1
E27,27,E27,1,decision_baseline,,,,C/D,Edge case,1
E27,27,E27,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
E27,27,E27,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
E27,27,E27,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
E27,27,E27,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
E27,27,E27,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
F27,27,F27,2,belief,,,,C/D,Edge case,1
F27,27,F27,2,decision_baseline,,,,C/D,Edge case,1
F27,27,F27,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
F27,27,F27,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
F27,27,F27,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
F27,27,F27,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
F27,27,F27,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
MH1,28,MH1,1,belief,,,,C,Clear case,0
MH1,28,MH1,1,decision_baseline,,,,C,Clear case,0
MH1,28,MH1,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
MH1,28,MH1,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
MH1,28,MH1,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
MH1,28,MH1,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
MH1,28,MH1,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
NH1,28,NH1,2,belief,,,,C,Clear case,0
NH1,28,NH1,2,decision_baseline,,,,C,Clear case,0
NH1,28,NH1,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
NH1,28,NH1,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
NH1,28,NH1,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
NH1,28,NH1,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
NH1,28,NH1,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
MH2,29,MH2,1,belief,,,,C/D,Edge case,1
MH2,29,MH2,1,decision_baseline,,,,C/D,Edge case,1
MH2,29,MH2,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
MH2,29,MH2,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
MH2,29,MH2,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
MH2,29,MH2,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
MH2,29,MH2,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
NH2,29,NH2,2,belief,,,,C/D,Edge case,1
NH2,29,NH2,2,decision_baseline,,,,C/D,Edge case,1
NH2,29,NH2,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
NH2,29,NH2,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
NH2,29,NH2,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
NH2,29,NH2,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
NH2,29,NH2,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
MH3,30,MH3,1,belief,,,,C,Clear case,0
MH3,30,MH3,1,decision_baseline,,,,C,Clear case,0
MH3,30,MH3,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
MH3,30,MH3,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
MH3,30,MH3,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
MH3,30,MH3,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
MH3,30,MH3,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
NH3,30,NH3,2,belief,,,,C,Clear case,0
NH3,30,NH3,2,decision_baseline,,,,C,Clear case,0
NH3,30,NH3,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
NH3,30,NH3,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
NH3,30,NH3,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
NH3,30,NH3,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
NH3,30,NH3,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
MH4,31,MH4,1,belief,,,,C,Clear case,0
MH4,31,MH4,1,decision_baseline,,,,C,Clear case,0
MH4,31,MH4,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
MH4,31,MH4,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
MH4,31,MH4,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
MH4,31,MH4,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
MH4,31,MH4,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
NH4,31,NH4,2,belief,,,,C,Clear case,0
NH4,31,NH4,2,decision_baseline,,,,C,Clear case,0
NH4,31,NH4,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
NH4,31,NH4,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
NH4,31,NH4,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
NH4,31,NH4,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
NH4,31,NH4,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
MH5,32,MH5,1,belief,,,,C/D,Edge case,1
MH5,32,MH5,1,decision_baseline,,,,C/D,Edge case,1
MH5,32,MH5,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
MH5,32,MH5,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
MH5,32,MH5,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
MH5,32,MH5,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
MH5,32,MH5,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
NH5,32,NH5,2,belief,,,,C/D,Edge case,1
NH5,32,NH5,2,decision_baseline,,,,C/D,Edge case,1
NH5,32,NH5,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
NH5,32,NH5,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
NH5,32,NH5,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
NH5,32,NH5,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
NH5,32,NH5,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
MH6,33,MH6,1,belief,,,,C,Clear case,0
MH6,33,MH6,1,decision_baseline,,,,C,Clear case,0
MH6,33,MH6,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
MH6,33,MH6,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
MH6,33,MH6,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
MH6,33,MH6,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
MH6,33,MH6,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
NH6,33,NH6,2,belief,,,,C,Clear case,0
NH6,33,NH6,2,decision_baseline,,,,C,Clear case,0
NH6,33,NH6,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
NH6,33,NH6,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
NH6,33,NH6,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
NH6,33,NH6,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
NH6,33,NH6,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
MH7,34,MH7,1,belief,,,,C/D,Edge case,1
MH7,34,MH7,1,decision_baseline,,,,C/D,Edge case,1
MH7,34,MH7,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
MH7,34,MH7,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
MH7,34,MH7,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
MH7,34,MH7,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
MH7,34,MH7,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
NH7,34,NH7,2,belief,,,,C/D,Edge case,1
NH7,34,NH7,2,decision_baseline,,,,C/D,Edge case,1
NH7,34,NH7,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1
NH7,34,NH7,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1
NH7,34,NH7,2,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1
NH7,34,NH7,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1
NH7,34,NH7,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1
MH8,35,MH8,1,belief,,,,C,Clear case,0
MH8,35,MH8,1,decision_baseline,,,,C,Clear case,0
MH8,35,MH8,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
MH8,35,MH8,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
MH8,35,MH8,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
MH8,35,MH8,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
MH8,35,MH8,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
NH8,35,NH8,2,belief,,,,C,Clear case,0
NH8,35,NH8,2,decision_baseline,,,,C,Clear case,0
NH8,35,NH8,2,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0
NH8,35,NH8,2,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0
NH8,35,NH8,2,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0
NH8,35,NH8,2,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0
NH8,35,NH8,2,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0
E28,36,E28,1,belief,,,,D,Clear case,1
E28,36,E28,1,decision_baseline,,,,D,Clear case,1
E28,36,E28,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E28,36,E28,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E28,36,E28,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E28,36,E28,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E28,36,E28,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F28,36,F28,2,belief,,,,D,Clear case,1
F28,36,F28,2,decision_baseline,,,,D,Clear case,1
F28,36,F28,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F28,36,F28,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F28,36,F28,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F28,36,F28,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F28,36,F28,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
E29,37,E29,1,belief,,,,D,Clear case,1
E29,37,E29,1,decision_baseline,,,,D,Clear case,1
E29,37,E29,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E29,37,E29,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E29,37,E29,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E29,37,E29,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E29,37,E29,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F29,37,F29,2,belief,,,,D,Clear case,1
F29,37,F29,2,decision_baseline,,,,D,Clear case,1
F29,37,F29,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F29,37,F29,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F29,37,F29,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F29,37,F29,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F29,37,F29,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
E30,38,E30,1,belief,,,,D,Clear case,1
E30,38,E30,1,decision_baseline,,,,D,Clear case,1
E30,38,E30,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E30,38,E30,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E30,38,E30,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E30,38,E30,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E30,38,E30,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F30,38,F30,2,belief,,,,D,Clear case,1
F30,38,F30,2,decision_baseline,,,,D,Clear case,1
F30,38,F30,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F30,38,F30,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F30,38,F30,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F30,38,F30,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F30,38,F30,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
E31,39,E31,1,belief,,,,D,Clear case,1
E31,39,E31,1,decision_baseline,,,,D,Clear case,1
E31,39,E31,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
E31,39,E31,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
E31,39,E31,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
E31,39,E31,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
E31,39,E31,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
F31,39,F31,2,belief,,,,D,Clear case,1
F31,39,F31,2,decision_baseline,,,,D,Clear case,1
F31,39,F31,2,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1
F31,39,F31,2,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1
F31,39,F31,2,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1
F31,39,F31,2,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1
F31,39,F31,2,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1
