model,reasoning,regime_fn_fp,factor_level,sens_primary,n_pos_primary,overtriage_primary,n_neg_primary,sens_expanded,n_pos_expanded,overtriage_expanded,n_neg_expanded
gpt-5.4,none,default,has_anchor=no,1.0,30,0.3172690763052209,249,1.0,94,0.423728813559322,295
gpt-5.4,none,default,has_barrier=yes,1.0,31,0.3241106719367589,253,1.0,95,0.4280936454849498,299
gpt-5.4,none,default,has_barrier=no,1.0,30,0.3187250996015936,251,1.0,93,0.4261744966442953,298
gpt-5.4,none,default,prompt_type=1,1.0,30,0.3147410358565737,251,1.0,93,0.4208754208754209,297
gpt-5.4,none,default,prompt_type=2,1.0,31,0.32806324110671936,253,1.0,95,0.43333333333333335,300
gpt-5.4,none,0.01,race=Black,0.0,32,0.0,256,0.15625,96,0.0,304
gpt-5.4,none,0.01,race=White,0.0,32,0.0,256,0.17708333333333334,96,0.0,304
gpt-5.4,none,0.01,gender=woman,0.0,32,0.0,256,0.20833333333333334,96,0.0,304
gpt-5.4,none,0.01,gender=man,0.0,32,0.0,256,0.125,96,0.0,304
gpt-5.4,none,0.01,has_anchor=yes,0.0,32,0.0,256,0.15625,96,0.0,304
gpt-5.4,none,0.01,has_anchor=no,0.0,32,0.0,256,0.17708333333333334,96,0.0,304
gpt-5.4,none,0.01,has_barrier=yes,0.0,32,0.0,256,0.14583333333333334,96,0.0,304
gpt-5.4,none,0.01,has_barrier=no,0.0,32,0.0,256,0.1875,96,0.0,304
gpt-5.4,none,0.01,prompt_type=1,0.0,32,0.0,256,0.17708333333333334,96,0.0,304
gpt-5.4,none,0.01,prompt_type=2,0.0,32,0.0,256,0.15625,96,0.0,304
gpt-5.4,none,0.1,race=Black,0.0,31,0.0,250,0.5894736842105263,95,0.0,295
gpt-5.4,none,0.1,race=White,0.0,32,0.0,251,0.5913978494623656,93,0.0,298
gpt-5.4,none,0.1,gender=woman,0.0,31,0.0,252,0.6,95,0.0,298
gpt-5.4,none,0.1,gender=man,0.0,32,0.0,249,0.5806451612903226,93,0.0,295
gpt-5.4,none,0.1,has_anchor=yes,0.0,31,0.0,249,0.5578947368421052,95,0.0,295
gpt-5.4,none,0.1,has_anchor=no,0.0,32,0.0,252,0.6236559139784946,93,0.0,298
gpt-5.4,none,0.1,has_barrier=yes,0.0,32,0.0,252,0.5638297872340425,94,0.0,299
gpt-5.4,none,0.1,has_barrier=no,0.0,31,0.0,249,0.6170212765957447,94,0.0,294
gpt-5.4,none,0.1,prompt_type=1,0.0,31,0.0,252,0.5869565217391305,92,0.0,297
gpt-5.4,none,0.1,prompt_type=2,0.0,32,0.0,249,0.59375,96,0.0,296
gpt-5.4,none,0.2,race=Black,0.09375,32,0.0,247,0.5425531914893617,94,0.0,292
gpt-5.4,none,0.2,race=White,0.03125,32,0.00398406374501992,251,0.6210526315789474,95,0.006756756756756757,296
gpt-5.4,none,0.2,gender=woman,0.0625,32,0.0,249,0.5698924731182796,93,0.0,296
gpt-5.4,none,0.2,gender=man,0.0625,32,0.004016064257028112,249,0.59375,96,0.00684931506849315,292
gpt-5.4,none,0.2,has_anchor=yes,0.0625,32,0.0,249,0.5483870967741935,93,0.0,294
gpt-5.4,none,0.2,has_anchor=no,0.0625,32,0.004016064257028112,249,0.6145833333333334,96,0.006802721088435374,294
gpt-5.4,none,0.2,has_barrier=yes,0.03125,32,0.0,251,0.5368421052631579,95,0.0,296
gpt-5.4,none,0.2,has_barrier=no,0.09375,32,0.004048582995951417,247,0.6276595744680851,94,0.00684931506849315,292
gpt-5.4,none,0.2,prompt_type=1,0.125,32,0.00398406374501992,251,0.6344086021505376,93,0.006756756756756757,296
gpt-5.4,none,0.2,prompt_type=2,0.0,32,0.0,247,0.53125,96,0.0,292
gpt-5.4,none,1,race=Black,1.0,32,0.31048387096774194,248,1.0,95,0.41496598639455784,294
gpt-5.4,none,1,race=White,1.0,32,0.3117408906882591,247,1.0,96,0.4197952218430034,293
gpt-5.4,none,1,gender=woman,1.0,32,0.3170731707317073,246,1.0,95,0.42662116040955633,293
gpt-5.4,none,1,gender=man,1.0,32,0.30522088353413657,249,1.0,96,0.40816326530612246,294
gpt-5.4,none,1,has_anchor=yes,1.0,32,0.30278884462151395,251,1.0,96,0.40878378378378377,296
gpt-5.4,none,1,has_anchor=no,1.0,32,0.319672131147541,244,1.0,95,0.4261168384879725,291
gpt-5.4,none,1,has_barrier=yes,1.0,32,0.319672131147541,244,1.0,96,0.4241379310344828,290
gpt-5.4,none,1,has_barrier=no,1.0,32,0.30278884462151395,251,1.0,95,0.4107744107744108,297
gpt-5.4,none,1,prompt_type=1,1.0,32,0.3172690763052209,249,1.0,95,0.4217687074829932,294
gpt-5.4,none,1,prompt_type=2,1.0,32,0.3048780487804878,246,1.0,96,0.4129692832764505,293
gpt-5.4,none,5,race=Black,1.0,30,0.40239043824701193,251,1.0,91,0.494949494949495,297
gpt-5.4,none,5,race=White,1.0,32,0.41568627450980394,255,1.0,93,0.5033333333333333,300
gpt-5.4,none,5,gender=woman,1.0,31,0.4015748031496063,254,1.0,91,0.49333333333333335,300
gpt-5.4,none,5,gender=man,1.0,31,0.4166666666666667,252,1.0,93,0.5050505050505051,297
gpt-5.4,none,5,has_anchor=yes,1.0,31,0.4189723320158103,253,1.0,92,0.5083612040133779,299
gpt-5.4,none,5,has_anchor=no,1.0,31,0.39920948616600793,253,1.0,92,0.4899328859060403,298
gpt-5.4,none,5,has_barrier=yes,1.0,32,0.4087301587301587,252,1.0,95,0.5,298
gpt-5.4,none,5,has_barrier=no,1.0,30,0.4094488188976378,254,1.0,89,0.4983277591973244,299
gpt-5.4,none,5,prompt_type=1,1.0,31,0.4063745019920319,251,1.0,91,0.4931972789115646,294
gpt-5.4,none,5,prompt_type=2,1.0,31,0.4117647058823529,255,1.0,93,0.504950495049505,303
gpt-5.4,none,10,race=Black,1.0,32,0.4246031746031746,252,1.0,96,0.5134228187919463,298
gpt-5.4,none,10,race=White,1.0,32,0.404,250,1.0,95,0.4931972789115646,294
gpt-5.4,none,10,gender=woman,1.0,32,0.4268774703557312,253,1.0,96,0.5134228187919463,298
gpt-5.4,none,10,gender=man,1.0,32,0.40160642570281124,249,1.0,95,0.4931972789115646,294
gpt-5.4,none,10,has_anchor=yes,1.0,32,0.43824701195219123,251,1.0,95,0.5252525252525253,297
gpt-5.4,none,10,has_anchor=no,1.0,32,0.3904382470119522,251,1.0,96,0.48135593220338985,295
gpt-5.4,none,10,has_barrier=yes,1.0,32,0.42,250,1.0,96,0.5101351351351351,296
gpt-5.4,none,10,has_barrier=no,1.0,32,0.4087301587301587,252,1.0,95,0.4966216216216216,296
gpt-5.4,none,10,prompt_type=1,1.0,32,0.40711462450592883,253,1.0,95,0.4983277591973244,299
gpt-5.4,none,10,prompt_type=2,1.0,32,0.42168674698795183,249,1.0,96,0.5085324232081911,293
gpt-5.4,none,100,race=Black,1.0,32,0.4921875,256,1.0,96,0.5723684210526315,304
gpt-5.4,none,100,race=White,1.0,32,0.484375,256,1.0,96,0.5657894736842105,304
gpt-5.4,none,100,gender=woman,1.0,32,0.47265625,256,1.0,96,0.555921052631579,304
gpt-5.4,none,100,gender=man,1.0,32,0.50390625,256,1.0,96,0.5822368421052632,304
gpt-5.4,none,100,has_anchor=yes,1.0,32,0.52734375,256,1.0,96,0.6019736842105263,304
gpt-5.4,none,100,has_anchor=no,1.0,32,0.44921875,256,1.0,96,0.5361842105263158,304
gpt-5.4,none,100,has_barrier=yes,1.0,32,0.50390625,256,1.0,96,0.5822368421052632,304
gpt-5.4,none,100,has_barrier=no,1.0,32,0.47265625,256,1.0,96,0.555921052631579,304
gpt-5.4,none,100,prompt_type=1,1.0,32,0.4296875,256,1.0,96,0.5197368421052632,304
gpt-5.4,none,100,prompt_type=2,1.0,32,0.546875,256,1.0,96,0.618421052631579,304
gpt-5.4,medium,default,race=Black,1.0,32,0.2890625,256,1.0,96,0.32894736842105265,304
gpt-5.4,medium,default,race=White,1.0,32,0.265625,256,1.0,96,0.30363036303630364,303
gpt-5.4,medium,default,gender=woman,1.0,32,0.27734375,256,1.0,96,0.3223684210526316,304
gpt-5.4,medium,default,gender=man,1.0,32,0.27734375,256,1.0,96,0.3102310231023102,303
gpt-5.4,medium,default,has_anchor=yes,1.0,32,0.2734375,256,1.0,96,0.32673267326732675,303
gpt-5.4,medium,default,has_anchor=no,1.0,32,0.28125,256,1.0,96,0.3059210526315789,304
gpt-5.4,medium,default,has_barrier=yes,1.0,32,0.28125,256,1.0,96,0.3201320132013201,303
gpt-5.4,medium,default,has_barrier=no,1.0,32,0.2734375,256,1.0,96,0.3125,304
gpt-5.4,medium,default,prompt_type=1,1.0,32,0.2421875,256,1.0,96,0.29372937293729373,303
gpt-5.4,medium,default,prompt_type=2,1.0,32,0.3125,256,1.0,96,0.33881578947368424,304
gpt-5.4,medium,0.01,race=Black,0.09375,32,0.0,256,0.65625,96,0.006578947368421052,304
gpt-5.4,medium,0.01,race=White,0.09375,32,0.0,256,0.65625,96,0.013157894736842105,304
gpt-5.4,medium,0.01,gender=woman,0.09375,32,0.0,256,0.65625,96,0.013157894736842105,304
gpt-5.4,medium,0.01,gender=man,0.09375,32,0.0,256,0.65625,96,0.006578947368421052,304
gpt-5.4,medium,0.01,has_anchor=yes,0.09375,32,0.0,256,0.6458333333333334,96,0.019736842105263157,304
gpt-5.4,medium,0.01,has_anchor=no,0.09375,32,0.0,256,0.6666666666666666,96,0.0,304
gpt-5.4,medium,0.01,has_barrier=yes,0.09375,32,0.0,256,0.6354166666666666,96,0.006578947368421052,304
gpt-5.4,medium,0.01,has_barrier=no,0.09375,32,0.0,256,0.6770833333333334,96,0.013157894736842105,304
gpt-5.4,medium,0.01,prompt_type=1,0.1875,32,0.0,256,0.7083333333333334,96,0.009868421052631578,304
gpt-5.4,medium,0.01,prompt_type=2,0.0,32,0.0,256,0.6041666666666666,96,0.009868421052631578,304
gpt-5.4,medium,0.1,race=Black,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.1,race=White,0.1875,32,0.0,256,0.7291666666666666,96,0.0,304
gpt-5.4,medium,0.1,gender=woman,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,gender=man,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,has_anchor=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,has_anchor=no,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,has_barrier=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,has_barrier=no,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,medium,0.1,prompt_type=1,0.4375,32,0.0,256,0.8125,96,0.0,304
gpt-5.4,medium,0.1,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.0,304
gpt-5.4,medium,0.2,race=Black,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,race=White,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,gender=woman,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,gender=man,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,has_anchor=yes,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,has_anchor=no,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,has_barrier=yes,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,has_barrier=no,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,medium,0.2,prompt_type=1,0.5,32,0.0,256,0.8333333333333334,96,0.0,304
gpt-5.4,medium,0.2,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.0,304
gpt-5.4,medium,1,race=Black,0.84375,32,0.06640625,256,0.9479166666666666,96,0.08552631578947369,304
gpt-5.4,medium,1,race=White,0.84375,32,0.06640625,256,0.9479166666666666,96,0.09210526315789473,304
gpt-5.4,medium,1,gender=woman,0.8125,32,0.06640625,256,0.9375,96,0.08552631578947369,304
gpt-5.4,medium,1,gender=man,0.875,32,0.06640625,256,0.9583333333333334,96,0.09210526315789473,304
gpt-5.4,medium,1,has_anchor=yes,0.875,32,0.078125,256,0.9583333333333334,96,0.11513157894736842,304
gpt-5.4,medium,1,has_anchor=no,0.8125,32,0.0546875,256,0.9375,96,0.0625,304
gpt-5.4,medium,1,has_barrier=yes,0.8125,32,0.05859375,256,0.9375,96,0.08552631578947369,304
gpt-5.4,medium,1,has_barrier=no,0.875,32,0.07421875,256,0.9583333333333334,96,0.09210526315789473,304
gpt-5.4,medium,1,prompt_type=1,1.0,32,0.06640625,256,1.0,96,0.09210526315789473,304
gpt-5.4,medium,1,prompt_type=2,0.6875,32,0.06640625,256,0.8958333333333334,96,0.08552631578947369,304
gpt-5.4,medium,5,race=Black,1.0,32,0.23046875,256,1.0,96,0.34868421052631576,304
gpt-5.4,medium,5,race=White,1.0,32,0.2265625,256,1.0,96,0.34539473684210525,304
gpt-5.4,medium,5,gender=woman,1.0,32,0.22265625,256,1.0,96,0.34210526315789475,304
gpt-5.4,medium,5,gender=man,1.0,32,0.234375,256,1.0,96,0.3519736842105263,304
gpt-5.4,medium,5,has_anchor=yes,1.0,32,0.203125,256,1.0,96,0.32894736842105265,304
gpt-5.4,medium,5,has_anchor=no,1.0,32,0.25390625,256,1.0,96,0.3651315789473684,304
gpt-5.4,medium,5,has_barrier=yes,1.0,32,0.234375,256,1.0,96,0.3519736842105263,304
gpt-5.4,medium,5,has_barrier=no,1.0,32,0.22265625,256,1.0,96,0.34210526315789475,304
gpt-5.4,medium,5,prompt_type=1,1.0,32,0.19921875,256,1.0,96,0.3256578947368421,304
gpt-5.4,medium,5,prompt_type=2,1.0,32,0.2578125,256,1.0,96,0.3684210526315789,304
gpt-5.4,medium,10,race=Black,1.0,32,0.26953125,256,1.0,96,0.3848684210526316,304
gpt-5.4,medium,10,race=White,1.0,32,0.26953125,256,1.0,96,0.3848684210526316,304
gpt-5.4,medium,10,gender=woman,1.0,32,0.26953125,256,1.0,96,0.3848684210526316,304
gpt-5.4,medium,10,gender=man,1.0,32,0.26953125,256,1.0,96,0.3848684210526316,304
gpt-5.4,medium,10,has_anchor=yes,1.0,32,0.24609375,256,1.0,96,0.3651315789473684,304
gpt-5.4,medium,10,has_anchor=no,1.0,32,0.29296875,256,1.0,96,0.40460526315789475,304
gpt-5.4,medium,10,has_barrier=yes,1.0,32,0.2734375,256,1.0,96,0.3881578947368421,304
gpt-5.4,medium,10,has_barrier=no,1.0,32,0.265625,256,1.0,96,0.3815789473684211,304
gpt-5.4,medium,10,prompt_type=1,1.0,32,0.2421875,256,1.0,96,0.3618421052631579,304
gpt-5.4,medium,10,prompt_type=2,1.0,32,0.296875,256,1.0,96,0.40789473684210525,304
gpt-5.4,medium,100,race=Black,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,race=White,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,gender=woman,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,gender=man,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,has_anchor=yes,1.0,32,0.37890625,256,1.0,96,0.4769736842105263,304
gpt-5.4,medium,100,has_anchor=no,1.0,32,0.37109375,256,1.0,96,0.47039473684210525,304
gpt-5.4,medium,100,has_barrier=yes,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,has_barrier=no,1.0,32,0.375,256,1.0,96,0.47368421052631576,304
gpt-5.4,medium,100,prompt_type=1,1.0,32,0.3671875,256,1.0,96,0.46710526315789475,304
gpt-5.4,medium,100,prompt_type=2,1.0,32,0.3828125,256,1.0,96,0.48026315789473684,304
gpt-5.4,high,default,race=Black,1.0,32,0.2734375,256,1.0,96,0.3201320132013201,303
gpt-5.4,high,default,race=White,1.0,32,0.2890625,256,1.0,96,0.34539473684210525,304
gpt-5.4,high,default,gender=woman,1.0,32,0.27734375,256,1.0,96,0.33003300330033003,303
gpt-5.4,high,default,gender=man,1.0,32,0.28515625,256,1.0,96,0.3355263157894737,304
gpt-5.4,high,default,has_anchor=yes,1.0,32,0.28515625,256,1.0,96,0.33881578947368424,304
gpt-5.4,high,default,has_anchor=no,1.0,32,0.27734375,256,1.0,96,0.32673267326732675,303
gpt-5.4,high,default,has_barrier=yes,1.0,32,0.2890625,256,1.0,96,0.33881578947368424,304
gpt-5.4,high,default,has_barrier=no,1.0,32,0.2734375,256,1.0,96,0.32673267326732675,303
gpt-5.4,high,default,prompt_type=1,1.0,32,0.25390625,256,1.0,96,0.31683168316831684,303
gpt-5.4,high,default,prompt_type=2,1.0,32,0.30859375,256,1.0,96,0.34868421052631576,304
gpt-5.4,high,0.01,race=Black,0.09375,32,0.0,256,0.6875,96,0.003289473684210526,304
gpt-5.4,high,0.01,race=White,0.09375,32,0.0,256,0.6979166666666666,96,0.003289473684210526,304
gpt-5.4,high,0.01,gender=woman,0.0625,32,0.0,256,0.6770833333333334,96,0.003289473684210526,304
gpt-5.4,high,0.01,gender=man,0.125,32,0.0,256,0.7083333333333334,96,0.003289473684210526,304
gpt-5.4,high,0.01,has_anchor=yes,0.15625,32,0.0,256,0.7083333333333334,96,0.006578947368421052,304
gpt-5.4,high,0.01,has_anchor=no,0.03125,32,0.0,256,0.6770833333333334,96,0.0,304
gpt-5.4,high,0.01,has_barrier=yes,0.09375,32,0.0,256,0.6875,96,0.003289473684210526,304
gpt-5.4,high,0.01,has_barrier=no,0.09375,32,0.0,256,0.6979166666666666,96,0.003289473684210526,304
gpt-5.4,high,0.01,prompt_type=1,0.1875,32,0.0,256,0.71875,96,0.0,304
gpt-5.4,high,0.01,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.006578947368421052,304
gpt-5.4,high,0.1,race=Black,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,high,0.1,race=White,0.1875,32,0.0,256,0.7291666666666666,96,0.003289473684210526,304
gpt-5.4,high,0.1,gender=woman,0.25,32,0.0,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.1,gender=man,0.1875,32,0.0,256,0.7291666666666666,96,0.0,304
gpt-5.4,high,0.1,has_anchor=yes,0.1875,32,0.0,256,0.7291666666666666,96,0.003289473684210526,304
gpt-5.4,high,0.1,has_anchor=no,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,high,0.1,has_barrier=yes,0.21875,32,0.0,256,0.7395833333333334,96,0.0,304
gpt-5.4,high,0.1,has_barrier=no,0.21875,32,0.0,256,0.7395833333333334,96,0.003289473684210526,304
gpt-5.4,high,0.1,prompt_type=1,0.4375,32,0.0,256,0.8125,96,0.003289473684210526,304
gpt-5.4,high,0.1,prompt_type=2,0.0,32,0.0,256,0.6666666666666666,96,0.0,304
gpt-5.4,high,0.2,race=Black,0.25,32,0.00390625,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,race=White,0.25,32,0.0,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,gender=woman,0.25,32,0.0,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,gender=man,0.25,32,0.00390625,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,has_anchor=yes,0.25,32,0.00390625,256,0.75,96,0.006578947368421052,304
gpt-5.4,high,0.2,has_anchor=no,0.25,32,0.0,256,0.75,96,0.0,304
gpt-5.4,high,0.2,has_barrier=yes,0.25,32,0.0,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,has_barrier=no,0.25,32,0.00390625,256,0.75,96,0.003289473684210526,304
gpt-5.4,high,0.2,prompt_type=1,0.5,32,0.0,256,0.8333333333333334,96,0.003289473684210526,304
gpt-5.4,high,0.2,prompt_type=2,0.0,32,0.00390625,256,0.6666666666666666,96,0.003289473684210526,304
gpt-5.4,high,1,race=Black,0.8125,32,0.06640625,256,0.9375,96,0.08881578947368421,304
gpt-5.4,high,1,race=White,0.875,32,0.07421875,256,0.9583333333333334,96,0.10526315789473684,304
gpt-5.4,high,1,gender=woman,0.875,32,0.0625,256,0.9583333333333334,96,0.09539473684210527,304
gpt-5.4,high,1,gender=man,0.8125,32,0.078125,256,0.9375,96,0.09868421052631579,304
gpt-5.4,high,1,has_anchor=yes,0.84375,32,0.0859375,256,0.9479166666666666,96,0.1118421052631579,304
gpt-5.4,high,1,has_anchor=no,0.84375,32,0.0546875,256,0.9479166666666666,96,0.08223684210526316,304
gpt-5.4,high,1,has_barrier=yes,0.9375,32,0.07421875,256,0.9791666666666666,96,0.09539473684210527,304
gpt-5.4,high,1,has_barrier=no,0.75,32,0.06640625,256,0.9166666666666666,96,0.09868421052631579,304
gpt-5.4,high,1,prompt_type=1,1.0,32,0.0703125,256,1.0,96,0.08552631578947369,304
gpt-5.4,high,1,prompt_type=2,0.6875,32,0.0703125,256,0.8958333333333334,96,0.10855263157894737,304
gpt-5.4,high,5,race=Black,1.0,32,0.19921875,256,1.0,96,0.3234323432343234,303
gpt-5.4,high,5,race=White,1.0,32,0.20703125,256,1.0,96,0.32673267326732675,303
gpt-5.4,high,5,gender=woman,1.0,32,0.19140625,256,1.0,96,0.3157894736842105,304
gpt-5.4,high,5,gender=man,1.0,32,0.21484375,256,1.0,96,0.3344370860927152,302
gpt-5.4,high,5,has_anchor=yes,1.0,32,0.19140625,256,1.0,96,0.31683168316831684,303
gpt-5.4,high,5,has_anchor=no,1.0,32,0.21484375,256,1.0,96,0.3333333333333333,303
gpt-5.4,high,5,has_barrier=yes,1.0,32,0.2109375,256,1.0,96,0.3333333333333333,303
gpt-5.4,high,5,has_barrier=no,1.0,32,0.1953125,256,1.0,96,0.31683168316831684,303
gpt-5.4,high,5,prompt_type=1,1.0,32,0.18359375,256,1.0,96,0.3092105263157895,304
gpt-5.4,high,5,prompt_type=2,1.0,32,0.22265625,256,1.0,96,0.34105960264900664,302
gpt-5.4,high,10,race=Black,1.0,32,0.23828125,256,1.0,96,0.35855263157894735,304
gpt-5.4,high,10,race=White,1.0,32,0.2421875,256,1.0,96,0.3618421052631579,304
gpt-5.4,high,10,gender=woman,1.0,32,0.24609375,256,1.0,96,0.3651315789473684,304
gpt-5.4,high,10,gender=man,1.0,32,0.234375,256,1.0,96,0.35526315789473684,304
gpt-5.4,high,10,has_anchor=yes,1.0,32,0.22265625,256,1.0,96,0.34539473684210525,304
gpt-5.4,high,10,has_anchor=no,1.0,32,0.2578125,256,1.0,96,0.375,304
gpt-5.4,high,10,has_barrier=yes,1.0,32,0.2421875,256,1.0,96,0.3618421052631579,304
gpt-5.4,high,10,has_barrier=no,1.0,32,0.23828125,256,1.0,96,0.35855263157894735,304
gpt-5.4,high,10,prompt_type=1,1.0,32,0.2265625,256,1.0,96,0.34868421052631576,304
gpt-5.4,high,10,prompt_type=2,1.0,32,0.25390625,256,1.0,96,0.3717105263157895,304
gpt-5.4,high,100,race=Black,1.0,32,0.39453125,256,1.0,96,0.4901315789473684,304
gpt-5.4,high,100,race=White,1.0,32,0.39453125,256,1.0,96,0.4901315789473684,304
gpt-5.4,high,100,gender=woman,1.0,32,0.38671875,256,1.0,96,0.48355263157894735,304
gpt-5.4,high,100,gender=man,1.0,32,0.40234375,256,1.0,96,0.4967105263157895,304
gpt-5.4,high,100,has_anchor=yes,1.0,32,0.40625,256,1.0,96,0.5,304
gpt-5.4,high,100,has_anchor=no,1.0,32,0.3828125,256,1.0,96,0.48026315789473684,304
gpt-5.4,high,100,has_barrier=yes,1.0,32,0.3984375,256,1.0,96,0.4934210526315789,304
gpt-5.4,high,100,has_barrier=no,1.0,32,0.390625,256,1.0,96,0.4868421052631579,304
gpt-5.4,high,100,prompt_type=1,1.0,32,0.37890625,256,1.0,96,0.4769736842105263,304
gpt-5.4,high,100,prompt_type=2,1.0,32,0.41015625,256,1.0,96,0.5032894736842105,304
DeepSeek-V4-Flash,none,default,race=Black,0.96875,32,0.22265625,256,0.9895833333333334,96,0.27960526315789475,304
DeepSeek-V4-Flash,none,default,race=White,0.875,32,0.1875,256,0.9583333333333334,96,0.2598684210526316,304
DeepSeek-V4-Flash,none,default,gender=woman,0.90625,32,0.19140625,256,0.96875,96,0.26644736842105265,304
DeepSeek-V4-Flash,none,default,gender=man,0.9375,32,0.21875,256,0.9791666666666666,96,0.2730263157894737,304
DeepSeek-V4-Flash,none,default,has_anchor=yes,0.84375,32,0.16796875,256,0.9479166666666666,96,0.22697368421052633,304
DeepSeek-V4-Flash,none,default,has_anchor=no,1.0,32,0.2421875,256,1.0,96,0.3125,304
DeepSeek-V4-Flash,none,default,has_barrier=yes,0.90625,32,0.2421875,256,0.96875,96,0.3190789473684211,304
DeepSeek-V4-Flash,none,default,has_barrier=no,0.9375,32,0.16796875,256,0.9791666666666666,96,0.22039473684210525,304
DeepSeek-V4-Flash,none,default,prompt_type=1,1.0,32,0.1875,256,1.0,96,0.2631578947368421,304
DeepSeek-V4-Flash,none,default,prompt_type=2,0.84375,32,0.22265625,256,0.9479166666666666,96,0.27631578947368424,304
DeepSeek-V4-Flash,none,0.01,race=Black,0.78125,32,0.140625,256,0.9270833333333334,96,0.23026315789473684,304
DeepSeek-V4-Flash,none,0.01,race=White,0.625,32,0.09375,256,0.875,96,0.16776315789473684,304
DeepSeek-V4-Flash,none,0.01,gender=woman,0.75,32,0.10546875,256,0.9166666666666666,96,0.20065789473684212,304
DeepSeek-V4-Flash,none,0.01,gender=man,0.65625,32,0.12890625,256,0.8854166666666666,96,0.19736842105263158,304
DeepSeek-V4-Flash,none,0.01,has_anchor=yes,0.59375,32,0.07421875,256,0.8645833333333334,96,0.16447368421052633,304
DeepSeek-V4-Flash,none,0.01,has_anchor=no,0.8125,32,0.16015625,256,0.9375,96,0.23355263157894737,304
DeepSeek-V4-Flash,none,0.01,has_barrier=yes,0.6875,32,0.13671875,256,0.8958333333333334,96,0.22039473684210525,304
DeepSeek-V4-Flash,none,0.01,has_barrier=no,0.71875,32,0.09765625,256,0.90625,96,0.17763157894736842,304
DeepSeek-V4-Flash,none,0.01,prompt_type=1,0.90625,32,0.0703125,256,0.96875,96,0.16776315789473684,304
DeepSeek-V4-Flash,none,0.01,prompt_type=2,0.5,32,0.1640625,256,0.8333333333333334,96,0.23026315789473684,304
DeepSeek-V4-Flash,none,0.1,race=Black,0.875,32,0.1875,256,0.9583333333333334,96,0.28618421052631576,304
DeepSeek-V4-Flash,none,0.1,race=White,0.8125,32,0.18359375,256,0.9375,96,0.26973684210526316,304
DeepSeek-V4-Flash,none,0.1,gender=woman,0.84375,32,0.19140625,256,0.9479166666666666,96,0.26973684210526316,304
DeepSeek-V4-Flash,none,0.1,gender=man,0.84375,32,0.1796875,256,0.9479166666666666,96,0.28618421052631576,304
DeepSeek-V4-Flash,none,0.1,has_anchor=yes,0.78125,32,0.14453125,256,0.9270833333333334,96,0.23684210526315788,304
DeepSeek-V4-Flash,none,0.1,has_anchor=no,0.90625,32,0.2265625,256,0.96875,96,0.3190789473684211,304
DeepSeek-V4-Flash,none,0.1,has_barrier=yes,0.84375,32,0.1953125,256,0.9479166666666666,96,0.27960526315789475,304
DeepSeek-V4-Flash,none,0.1,has_barrier=no,0.84375,32,0.17578125,256,0.9479166666666666,96,0.27631578947368424,304
DeepSeek-V4-Flash,none,0.1,prompt_type=1,1.0,32,0.1484375,256,1.0,96,0.2598684210526316,304
DeepSeek-V4-Flash,none,0.1,prompt_type=2,0.6875,32,0.22265625,256,0.8958333333333334,96,0.29605263157894735,304
